age,gender,time_spent,platform,interests,location,demographics,profession,income,indebt,isHomeOwner,Owns_Car
19,female,4,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,13083,no,no,yes
37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,18073,no,no,yes
45,female,7,Instagram,Travel,Australia,Rural,Marketer Manager,19112,no,yes,yes
28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18880,no,yes,no
21,female,3,Instagram,Travel,Australia,Urban,Student,11469,no,yes,no
32,male,2,Instagram,Travel,Australia,Sub_Urban,Software Engineer,14725,yes,yes,yes
23,male,3,YouTube,Lifestlye,United States,Rural,Student,14259,no,yes,yes
47,non-binary,1,YouTube,Travel,United States,Rural,Marketer Manager,13622,yes,no,no
55,non-binary,6,Instagram,Travel,Australia,Rural,Marketer Manager,10823,yes,yes,no
19,female,7,YouTube,Travel,Australia,Rural,Marketer Manager,13431,no,yes,yes
32,non-binary,2,Facebook,Lifestlye,Australia,Urban,Software Engineer,16528,yes,no,no
28,non-binary,8,YouTube,Sports,Australia,Sub_Urban,Software Engineer,14151,no,no,no
25,male,6,YouTube,Lifestlye,Australia,Urban,Marketer Manager,14213,yes,yes,no
43,male,4,Instagram,Sports,Australia,Urban,Student,17420,yes,yes,yes
62,female,5,YouTube,Travel,United Kingdom,Urban,Student,18989,no,no,yes
61,non-binary,8,YouTube,Sports,Australia,Rural,Marketer Manager,10779,no,yes,no
22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural,Student,12892,no,yes,yes
23,male,3,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,15534,no,yes,no
43,non-binary,4,Facebook,Travel,Australia,Sub_Urban,Student,13306,yes,no,no
21,male,1,Instagram,Sports,Australia,Rural,Marketer Manager,12902,no,yes,yes
36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,13718,yes,yes,yes
37,male,8,Facebook,Travel,United Kingdom,Rural,Software Engineer,10021,yes,no,yes
50,non-binary,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,11500,yes,no,no
37,female,6,Facebook,Sports,Australia,Urban,Marketer Manager,19034,yes,no,no
29,male,7,YouTube,Sports,United Kingdom,Urban,Student,19952,yes,yes,yes
64,male,6,Facebook,Sports,United Kingdom,Urban,Marketer Manager,13641,yes,no,yes
18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15212,no,yes,yes
43,female,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10191,yes,no,no
31,male,3,Instagram,Travel,United Kingdom,Rural,Software Engineer,18587,yes,yes,no
55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,17174,yes,no,no
54,male,3,YouTube,Travel,Australia,Rural,Student,15114,no,yes,yes
28,female,9,Facebook,Travel,Australia,Sub_Urban,Software Engineer,14662,no,yes,yes
53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,14326,yes,no,no
30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19065,no,no,yes
60,female,9,YouTube,Lifestlye,Australia,Urban,Student,14335,yes,yes,yes
20,non-binary,7,Facebook,Travel,Australia,Sub_Urban,Software Engineer,18281,no,no,yes
50,female,9,YouTube,Travel,Australia,Urban,Software Engineer,18648,yes,yes,yes
23,female,3,YouTube,Lifestlye,United States,Urban,Student,19196,no,no,no
27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,15494,no,no,yes
22,female,8,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18536,no,yes,no
40,non-binary,6,YouTube,Travel,United Kingdom,Rural,Software Engineer,12711,yes,no,no
27,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,17595,yes,no,yes
61,female,4,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,16273,yes,yes,no
19,female,8,YouTube,Travel,Australia,Rural,Student,16284,no,yes,no
